
[2, 16, 1, 0, 3, 12, 4, 27, 4, 16, 1, 5, 5, 14, 3, 9] fit: 300.0
[1, 9, 3, 37, 1, 27, 2, 34, 3, 25, 5, 19, 5, 14, 3, 14] fit: 244.0
[1, 9, 3, 37, 1, 27, 2, 34, 3, 25, 5, 19, 5, 14, 3, 14] fit: 244.0
**************************************
[1, 9, 3, 37, 5, 18, 2, 34, 3, 25, 5, 19, 4, 17, 3, 4] fit: 301.0
[1, 9, 3, 37, 5, 18, 2, 34, 3, 25, 5, 19, 4, 17, 3, 4] fit: 301.0
[1, 9, 3, 37, 5, 18, 2, 34, 3, 25, 5, 19, 4, 17, 3, 4] fit: 301.0
[1, 9, 3, 37, 5, 18, 2, 34, 3, 25, 5, 19, 4, 17, 3, 4] fit: 301.0
[1, 9, 3, 37, 5, 18, 2, 34, 3, 25, 5, 19, 4, 17, 3, 4] fit: 301.0
[1, 9, 1, 0, 3, 12, 2, 34, 3, 25, 4, 28, 5, 7, 1, 14] fit: 301.0
[1, 9, 3, 37, 5, 18, 4, 27, 4, 16, 1, 12, 5, 14, 3, 9] fit: 242.0
[1, 9, 1, 0, 3, 12, 2, 34, 3, 25, 4, 28, 5, 7, 1, 14] fit: 301.0
[1, 9, 3, 37, 5, 18, 4, 27, 4, 16, 1, 12, 5, 14, 3, 9] fit: 242.0
[1, 9, 3, 37, 5, 18, 4, 27, 4, 16, 1, 12, 5, 14, 3, 9] fit: 242.0
**************************************
[1, 9, 1, 0, 3, 12, 2, 34, 3, 25, 4, 28, 5, 14, 3, 9] fit: 300.0
[1, 9, 1, 0, 3, 12, 2, 34, 3, 25, 4, 28, 5, 14, 3, 9] fit: 300.0
[1, 9, 1, 0, 3, 12, 2, 34, 3, 25, 4, 28, 5, 14, 3, 9] fit: 300.0
[1, 9, 1, 0, 3, 12, 2, 34, 3, 25, 4, 28, 5, 14, 3, 9] fit: 300.0
[1, 9, 1, 0, 3, 12, 2, 34, 3, 25, 4, 28, 5, 14, 3, 9] fit: 300.0
[1, 9, 1, 0, 3, 12, 2, 34, 3, 25, 4, 28, 5, 14, 3, 9] fit: 300.0
[1, 9, 3, 18, 3, 12, 2, 34, 3, 25, 4, 28, 5, 14, 3, 4] fit: 301.0
[1, 9, 1, 0, 3, 12, 2, 34, 3, 25, 4, 28, 5, 14, 3, 9] fit: 300.0
[1, 9, 3, 18, 3, 12, 2, 34, 3, 25, 4, 28, 5, 14, 3, 4] fit: 301.0
[1, 9, 3, 18, 3, 12, 2, 34, 3, 25, 4, 28, 5, 14, 3, 4] fit: 301.0
**************************************
[1, 9, 1, 0, 4, 15, 2, 34, 3, 25, 4, 28, 5, 14, 3, 4] fit: 301.0
[1, 9, 1, 0, 4, 15, 2, 34, 3, 25, 4, 28, 5, 14, 3, 4] fit: 301.0
[1, 9, 1, 0, 4, 15, 2, 34, 3, 25, 4, 28, 5, 14, 3, 4] fit: 301.0
[1, 9, 1, 0, 4, 15, 2, 34, 3, 25, 4, 28, 5, 14, 3, 4] fit: 301.0
[1, 9, 1, 0, 4, 15, 2, 34, 3, 25, 4, 28, 5, 14, 3, 4] fit: 301.0
[1, 9, 1, 0, 4, 15, 2, 34, 3, 25, 4, 28, 5, 14, 3, 4] fit: 301.0
[1, 9, 1, 0, 3, 12, 2, 34, 3, 25, 4, 28, 5, 14, 3, 9] fit: 300.0
[1, 9, 1, 0, 4, 15, 2, 34, 3, 25, 4, 28, 5, 14, 3, 4] fit: 301.0
[1, 9, 1, 0, 3, 12, 2, 34, 3, 25, 4, 28, 5, 14, 3, 9] fit: 300.0
[1, 9, 1, 0, 3, 12, 2, 34, 3, 25, 4, 28, 5, 14, 3, 9] fit: 300.0
**************************************
[1, 9, 1, 0, 4, 15, 2, 34, 3, 25, 4, 28, 5, 14, 3, 4] fit: 301.0
[1, 9, 1, 0, 4, 15, 2, 34, 3, 25, 4, 28, 5, 14, 3, 4] fit: 301.0
[1, 9, 1, 0, 4, 15, 2, 34, 3, 25, 4, 28, 5, 14, 3, 4] fit: 301.0
[1, 9, 1, 0, 4, 15, 2, 34, 3, 25, 4, 28, 5, 14, 3, 4] fit: 301.0
[1, 9, 1, 0, 4, 15, 2, 34, 3, 25, 4, 28, 5, 14, 3, 4] fit: 301.0
[1, 9, 1, 0, 4, 15, 2, 34, 5, 23, 4, 28, 5, 14, 3, 4] fit: 300.0
[1, 9, 1, 0, 4, 15, 2, 34, 3, 25, 4, 28, 5, 14, 3, 4] fit: 301.0
[1, 9, 1, 0, 4, 15, 2, 34, 5, 23, 4, 28, 5, 14, 3, 4] fit: 300.0
[1, 9, 1, 0, 4, 15, 2, 34, 3, 25, 4, 28, 5, 14, 3, 4] fit: 301.0
[1, 9, 1, 0, 4, 15, 2, 34, 3, 25, 4, 28, 5, 14, 3, 4] fit: 301.0
**************************************
[1, 9, 1, 0, 4, 15, 2, 34, 5, 11, 4, 28, 5, 14, 3, 4] fit: 300.0
[1, 9, 1, 0, 4, 15, 2, 34, 5, 11, 4, 28, 5, 14, 3, 4] fit: 300.0
[1, 9, 1, 0, 4, 15, 2, 34, 5, 11, 4, 28, 5, 14, 3, 4] fit: 300.0
[1, 9, 1, 0, 4, 15, 2, 34, 5, 11, 4, 28, 5, 14, 3, 4] fit: 300.0
[1, 9, 1, 0, 4, 15, 2, 34, 5, 11, 4, 28, 5, 14, 3, 4] fit: 300.0
[1, 9, 1, 0, 4, 15, 2, 34, 5, 11, 4, 28, 5, 14, 3, 4] fit: 300.0
[1, 9, 1, 0, 4, 15, 2, 34, 3, 25, 4, 28, 5, 14, 3, 4] fit: 301.0
[1, 9, 1, 0, 4, 15, 2, 34, 5, 11, 4, 28, 5, 14, 3, 4] fit: 300.0
[1, 9, 1, 0, 4, 15, 2, 34, 3, 25, 4, 28, 5, 14, 3, 4] fit: 301.0
[1, 9, 1, 0, 4, 15, 2, 34, 3, 25, 4, 28, 5, 14, 3, 4] fit: 301.0
**************************************
[1, 9, 1, 0, 4, 15, 2, 34, 5, 11, 4, 28, 5, 14, 3, 4] fit: 300.0
[1, 9, 1, 0, 1, 24, 2, 34, 5, 11, 4, 28, 5, 14, 3, 4] fit: 300.0
[1, 9, 1, 0, 1, 24, 2, 34, 5, 11, 4, 28, 5, 14, 3, 4] fit: 300.0
[1, 9, 1, 0, 1, 24, 2, 34, 5, 11, 4, 28, 5, 14, 3, 4] fit: 300.0
[1, 9, 1, 0, 1, 24, 2, 34, 5, 11, 4, 28, 5, 14, 3, 4] fit: 300.0
[1, 9, 1, 0, 1, 24, 2, 34, 5, 11, 4, 28, 5, 14, 3, 4] fit: 300.0
[1, 9, 1, 0, 4, 15, 2, 34, 5, 11, 4, 28, 5, 14, 3, 4] fit: 300.0
[1, 9, 1, 0, 1, 24, 2, 34, 5, 11, 4, 28, 5, 14, 3, 4] fit: 300.0
[1, 9, 1, 0, 4, 15, 2, 34, 5, 11, 4, 28, 5, 14, 3, 4] fit: 300.0
[1, 9, 1, 0, 4, 15, 2, 34, 5, 11, 4, 28, 5, 14, 3, 4] fit: 300.0
**************************************
[1, 9, 1, 0, 1, 24, 2, 34, 5, 11, 4, 28, 5, 14, 3, 4] fit: 300.0
[1, 9, 1, 0, 1, 24, 2, 34, 5, 11, 4, 28, 3, 16, 3, 4] fit: 300.0
[1, 9, 1, 0, 1, 24, 2, 34, 5, 11, 4, 28, 5, 14, 3, 4] fit: 300.0
[1, 9, 1, 0, 1, 24, 2, 34, 5, 11, 4, 28, 5, 14, 3, 4] fit: 300.0
[1, 9, 1, 0, 1, 24, 2, 34, 5, 11, 4, 28, 5, 14, 3, 4] fit: 300.0
[1, 9, 1, 0, 1, 24, 2, 34, 5, 11, 4, 28, 5, 14, 3, 4] fit: 300.0
[1, 9, 1, 0, 1, 24, 2, 34, 5, 11, 4, 28, 3, 16, 3, 4] fit: 300.0
[1, 9, 1, 0, 1, 24, 2, 34, 5, 11, 4, 28, 5, 14, 3, 4] fit: 300.0
[1, 9, 1, 0, 1, 24, 2, 34, 5, 11, 4, 28, 3, 16, 3, 4] fit: 300.0
[1, 9, 1, 0, 1, 24, 2, 34, 5, 11, 4, 28, 3, 16, 3, 4] fit: 300.0
**************************************
[1, 9, 1, 0, 1, 24, 2, 34, 5, 11, 4, 28, 5, 14, 3, 4] fit: 300.0
[1, 9, 1, 0, 1, 24, 2, 34, 5, 11, 4, 28, 5, 14, 3, 4] fit: 300.0
[1, 9, 1, 0, 2, 0, 2, 34, 5, 11, 4, 28, 5, 14, 3, 4] fit: 299.0
[1, 9, 1, 0, 2, 0, 2, 34, 5, 11, 4, 28, 5, 14, 3, 4] fit: 299.0
[1, 9, 1, 0, 2, 0, 2, 34, 5, 11, 4, 28, 5, 14, 3, 4] fit: 299.0
[1, 9, 1, 0, 2, 0, 2, 34, 5, 11, 4, 28, 5, 14, 3, 4] fit: 299.0
[1, 9, 1, 0, 1, 24, 2, 34, 5, 11, 4, 28, 5, 14, 3, 4] fit: 300.0
[1, 9, 1, 0, 2, 0, 2, 34, 5, 11, 4, 28, 5, 14, 3, 4] fit: 299.0
[1, 9, 1, 0, 1, 24, 2, 34, 5, 11, 4, 28, 5, 14, 3, 4] fit: 300.0
[1, 9, 1, 0, 1, 24, 2, 34, 5, 11, 4, 28, 5, 14, 3, 4] fit: 300.0
